intronID,target_name,accession,query_name,accession_2,mdl,mdl_from,mdl_to,seq_from,seq_to,strand,trunc,pass,gc,bias,score,E-value,inc,description_of_target
IMGVR_UViG_3300014751_000038|3300014751|Ga0169793_100965_II_3305,IMGVR_UViG_3300014751_000038|3300014751|Ga0169793_100965,-,Intron_gpII,RF00029,cm,1,93,3305,3209,-,no,1,0.54,0.0,48.4,0.001,!,-
IMGVR_UViG_3300014754_000087|3300014754|Ga0134378_100370_II_4,IMGVR_UViG_3300014754_000087|3300014754|Ga0134378_100370,-,Intron_gpII,RF00029,cm,1,93,4,80,+,no,1,0.53,0.0,63.3,2.2e-07,!,-
IMGVR_UViG_3300014755_000084|3300014755|Ga0169841_101330_II_11235,IMGVR_UViG_3300014755_000084|3300014755|Ga0169841_101330,-,Intron_gpII,RF00029,cm,1,93,11235,11331,+,no,1,0.54,0.0,58.4,3.5e-06,!,-
IMGVR_UViG_3300014755_000119|3300014755|Ga0169841_100382|224-43242_II_22446,IMGVR_UViG_3300014755_000119|3300014755|Ga0169841_100382|224-43242,-,Intron_gpII,RF00029,cm,1,93,22446,22542,+,no,1,0.60,0.0,50.8,0.00026,!,-
IMGVR_UViG_3300014760_000125|3300014760|Ga0134449_100186_II_18798,IMGVR_UViG_3300014760_000125|3300014760|Ga0134449_100186,-,Intron_gpII,RF00029,cm,1,93,18798,18894,+,no,1,0.58,0.0,54.2,3.8e-05,!,-
IMGVR_UViG_3300014760_000131|3300014760|Ga0134449_101111_II_5182,IMGVR_UViG_3300014760_000131|3300014760|Ga0134449_101111,-,Intron_gpII,RF00029,cm,1,93,5182,5278,+,no,1,0.54,0.0,55.8,1.5e-05,!,-
IMGVR_UViG_3300014761_000072|3300014761|Ga0134438_100774_II_1935,IMGVR_UViG_3300014761_000072|3300014761|Ga0134438_100774,-,collapsed_g2,RF00029,cm,1,93,1935,4656,+,no,1,0.53,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014762_000089|3300014762|Ga0134420_101140_II_6490,IMGVR_UViG_3300014762_000089|3300014762|Ga0134420_101140,-,Intron_gpII,RF00029,cm,1,93,6490,6586,+,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014762_000098|3300014762|Ga0134420_102415_II_1131,IMGVR_UViG_3300014762_000098|3300014762|Ga0134420_102415,-,collapsed_g2,RF00029,cm,1,93,1131,3518,-,no,1,0.57,0.0,49.3,0.00061,!,-
IMGVR_UViG_3300014762_000118|3300014762|Ga0134420_100022|71205-89441_II_4883,IMGVR_UViG_3300014762_000118|3300014762|Ga0134420_100022|71205-89441,-,Intron_gpII,RF00029,cm,1,93,4883,4807,-,no,1,0.57,0.0,64.8,9.2e-08,!,-
IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643_II_5956,IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643,-,collapsed_g2,RF00029,cm,1,93,5956,8273,-,no,1,0.49,0.0,53.2,6.7e-05,!,-
IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643_II_10850,IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643,-,group-II-D1D4-5,RF02004,cm,1,201,10850,10710,-,no,1,0.52,0.0,91.6,1.3e-15,!,-
IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643_II_11515,IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643,-,Intron_gpII,RF00029,cm,1,93,11515,11431,-,no,1,0.45,0.0,56.5,1e-05,!,-
IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643_II_12977,IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643,-,group-II-D1D4-5,RF02004,cm,1,201,12977,12826,-,no,1,0.39,0.0,120.5,5.3e-23,!,-
IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643_II_13114,IMGVR_UViG_3300014766_000124|3300014766|Ga0134337_100643,-,Intron_gpII,RF00029,cm,1,93,13114,13052,-,no,1,0.56,0.0,48.3,0.001,!,-
IMGVR_UViG_3300014767_000101|3300014767|Ga0134506_100051|3-57240_II_49849,IMGVR_UViG_3300014767_000101|3300014767|Ga0134506_100051|3-57240,-,collapsed_g2,RF00029,cm,1,93,49849,52595,+,no,1,0.50,0.0,53.3,6.3e-05,!,-
IMGVR_UViG_3300014769_000046|3300014769|Ga0134404_101068_II_9434,IMGVR_UViG_3300014769_000046|3300014769|Ga0134404_101068,-,group-II-D1D4-3,RF02001,cm,1,171,9434,9276,-,no,1,0.41,0.0,82.7,2.2e-12,!,-
IMGVR_UViG_3300014769_000087|3300014769|Ga0134404_100798_II_7450,IMGVR_UViG_3300014769_000087|3300014769|Ga0134404_100798,-,group-II-D1D4-5,RF02004,cm,1,201,7450,7617,+,no,1,0.51,0.0,45.6,0.00082,!,-
IMGVR_UViG_3300014771_000140|3300014771|Ga0169781_100863_II_2760,IMGVR_UViG_3300014771_000140|3300014771|Ga0169781_100863,-,group-II-D1D4-5,RF02004,cm,1,201,2760,2536,-,no,1,0.48,0.0,47.3,0.00029,!,-
IMGVR_UViG_3300014771_000154|3300014771|Ga0169781_102632_II_3570,IMGVR_UViG_3300014771_000154|3300014771|Ga0169781_102632,-,collapsed_g2,RF00029,cm,1,93,3570,3944,-,no,1,0.56,0.0,56.8,8.7e-06,!,-
IMGVR_UViG_3300014771_000156|3300014771|Ga0169781_101027_II_3030,IMGVR_UViG_3300014771_000156|3300014771|Ga0169781_101027,-,Intron_gpII,RF00029,cm,1,93,3030,2934,-,no,1,0.54,0.0,48.4,0.001,!,-
IMGVR_UViG_3300014771_000156|3300014771|Ga0169781_101027_II_7798,IMGVR_UViG_3300014771_000156|3300014771|Ga0169781_101027,-,collapsed_g2,RF00029,cm,1,93,7798,10207,-,no,1,0.53,0.0,53.0,7.4e-05,!,-
IMGVR_UViG_3300014776_000115|3300014776|Ga0134555_1000704_II_7450,IMGVR_UViG_3300014776_000115|3300014776|Ga0134555_1000704,-,collapsed_g2,RF00029,cm,1,93,7450,8179,+,no,1,0.55,0.0,52.3,0.00011,!,-
IMGVR_UViG_3300014778_000083|3300014778|Ga0134408_100768_II_22084,IMGVR_UViG_3300014778_000083|3300014778|Ga0134408_100768,-,Intron_gpII,RF00029,cm,1,93,22084,21988,-,no,1,0.55,0.0,59.8,1.6e-06,!,-
IMGVR_UViG_3300014778_000093|3300014778|Ga0134408_100647_II_26629,IMGVR_UViG_3300014778_000093|3300014778|Ga0134408_100647,-,Intron_gpII,RF00029,cm,1,93,26629,26533,-,no,1,0.56,0.0,59.1,2.3e-06,!,-
IMGVR_UViG_3300014778_000166|3300014778|Ga0134408_100063|1-32532_II_2216,IMGVR_UViG_3300014778_000166|3300014778|Ga0134408_100063|1-32532,-,Intron_gpII,RF00029,cm,1,93,2216,2120,-,no,1,0.54,0.0,58.4,3.5e-06,!,-
IMGVR_UViG_3300014780_000052|3300014780|Ga0134477_1001563_II_1327,IMGVR_UViG_3300014780_000052|3300014780|Ga0134477_1001563,-,Intron_gpII,RF00029,cm,1,93,1327,1402,+,no,1,0.54,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014780_000142|3300014780|Ga0134477_1000243|103-18841_II_403,IMGVR_UViG_3300014780_000142|3300014780|Ga0134477_1000243|103-18841,-,group-II-D1D4-4,RF02003,cm,1,138,403,263,-,no,1,0.50,0.0,98.6,6.2e-17,!,-
IMGVR_UViG_3300014781_000067|3300014781|Ga0134426_102609_II_1,IMGVR_UViG_3300014781_000067|3300014781|Ga0134426_102609,-,Intron_gpII,RF00029,cm,5,93,1,73,+,5',2,0.55,0.0,51.1,0.00021,!,-
IMGVR_UViG_3300014782_000088|3300014782|Ga0134389_1000445_II_10328,IMGVR_UViG_3300014782_000088|3300014782|Ga0134389_1000445,-,collapsed_g2,RF00029,cm,1,93,10328,13043,+,no,1,0.54,0.0,56.6,9.7e-06,!,-
IMGVR_UViG_3300014782_000093|3300014782|Ga0134389_1001570_II_1606,IMGVR_UViG_3300014782_000093|3300014782|Ga0134389_1001570,-,group-II-D1D4-5,RF02004,cm,1,201,1606,1412,-,no,1,0.51,0.0,153.8,1.6e-31,!,-
IMGVR_UViG_3300014782_000132|3300014782|Ga0134389_1001061_II_10823,IMGVR_UViG_3300014782_000132|3300014782|Ga0134389_1001061,-,collapsed_g2,RF00029,cm,1,93,10823,11265,-,no,1,0.54,0.0,52.8,8.5e-05,!,-
IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177_II_8384,IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177,-,group-II-D1D4-5,RF02004,cm,1,201,8384,8539,+,no,1,0.34,0.3,115.9,8.3e-22,!,-
IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177_II_8883,IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177,-,Intron_gpII,RF00029,cm,1,93,8883,8967,+,no,1,0.53,0.0,55.0,2.4e-05,!,-
IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177_II_9909,IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177,-,group-II-D1D4-5,RF02004,cm,1,201,9909,10052,+,no,1,0.44,0.0,97.3,4.6e-17,!,-
IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177_II_10384,IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177,-,Intron_gpII,RF00029,cm,1,93,10384,10477,+,no,1,0.44,0.0,49.5,0.00054,!,-
IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177_II_10979,IMGVR_UViG_3300014783_000092|3300014783|Ga0134390_101177,-,group-II-D1D4-5,RF02004,cm,1,201,10979,11132,+,no,1,0.41,0.0,111.1,1.3e-20,!,-
IMGVR_UViG_3300014783_000184|3300014783|Ga0134390_100236|17072-59080_II_19579,IMGVR_UViG_3300014783_000184|3300014783|Ga0134390_100236|17072-59080,-,Intron_gpII,RF00029,cm,1,93,19579,19483,-,no,1,0.60,0.0,50.8,0.00026,!,-
IMGVR_UViG_3300014784_000126|3300014784|Ga0134413_1000692_II_12088,IMGVR_UViG_3300014784_000126|3300014784|Ga0134413_1000692,-,Intron_gpII,RF00029,cm,1,93,12088,11992,-,no,1,0.55,0.0,59.3,2.1e-06,!,-
IMGVR_UViG_3300014785_000092|3300014785|Ga0134507_1001326_II_217,IMGVR_UViG_3300014785_000092|3300014785|Ga0134507_1001326,-,group-II-D1D4-3,RF02001,cm,1,171,217,21,-,no,1,0.45,0.0,141.8,7e-27,!,-
IMGVR_UViG_3300014785_000137|3300014785|Ga0134507_1000060|50688-88380_II_1878,IMGVR_UViG_3300014785_000137|3300014785|Ga0134507_1000060|50688-88380,-,group-II-D1D4-5,RF02004,cm,1,201,1878,2055,+,no,1,0.39,0.0,96.4,7.8e-17,!,-
IMGVR_UViG_3300014787_000133|3300014787|Ga0134384_1001158_II_13328,IMGVR_UViG_3300014787_000133|3300014787|Ga0134384_1001158,-,Intron_gpII,RF00029,cm,1,93,13328,13412,+,no,1,0.54,0.0,52.8,8.5e-05,!,-
IMGVR_UViG_3300014787_000145|3300014787|Ga0134384_1000532_II_3707,IMGVR_UViG_3300014787_000145|3300014787|Ga0134384_1000532,-,Intron_gpII,RF00029,cm,1,93,3707,3766,+,no,1,0.62,0.0,47.8,0.0014,!,-
IMGVR_UViG_3300014788_000187|3300014788|Ga0134381_1002277_II_4072,IMGVR_UViG_3300014788_000187|3300014788|Ga0134381_1002277,-,collapsed_g2,RF00029,cm,1,93,4072,6349,+,no,1,0.57,0.0,55.8,1.6e-05,!,-
IMGVR_UViG_3300014788_000190|3300014788|Ga0134381_1000020|44533-139412_II_72951,IMGVR_UViG_3300014788_000190|3300014788|Ga0134381_1000020|44533-139412,-,Intron_gpII,RF00029,cm,1,93,72951,73047,+,no,1,0.60,0.0,50.8,0.00026,!,-
IMGVR_UViG_3300014789_000143|3300014789|Ga0134406_1001110_II_8242,IMGVR_UViG_3300014789_000143|3300014789|Ga0134406_1001110,-,collapsed_g2,RF00029,cm,1,93,8242,8972,+,no,1,0.54,0.0,52.8,8.5e-05,!,-
IMGVR_UViG_3300014790_000183|3300014790|Ga0134419_1001750_II_1225,IMGVR_UViG_3300014790_000183|3300014790|Ga0134419_1001750,-,collapsed_g2,RF00029,cm,1,93,1225,2494,+,no,1,0.51,0.0,57.5,5.8e-06,!,-
IMGVR_UViG_3300014791_000139|3300014791|Ga0134447_1001923_II_248,IMGVR_UViG_3300014791_000139|3300014791|Ga0134447_1001923,-,Intron_gpII,RF00029,cm,1,93,248,344,+,no,1,0.57,0.0,60.5,1.1e-06,!,-
IMGVR_UViG_3300014791_000170|3300014791|Ga0134447_1000496_II_500,IMGVR_UViG_3300014791_000170|3300014791|Ga0134447_1000496,-,Intron_gpII,RF00029,cm,1,93,500,596,+,no,1,0.59,0.0,56.7,9.2e-06,!,-
IMGVR_UViG_3300014792_000180|3300014792|Ga0134427_1001328_II_12016,IMGVR_UViG_3300014792_000180|3300014792|Ga0134427_1001328,-,Intron_gpII,RF00029,cm,1,93,12016,11920,-,no,1,0.55,0.0,59.3,2.1e-06,!,-
IMGVR_UViG_3300014793_000138|3300014793|Ga0134407_1000953_II_4737,IMGVR_UViG_3300014793_000138|3300014793|Ga0134407_1000953,-,Intron_gpII,RF00029,cm,1,93,4737,4641,-,no,1,0.54,0.0,55.8,1.5e-05,!,-
IMGVR_UViG_3300014793_000148|3300014793|Ga0134407_1000635_II_10089,IMGVR_UViG_3300014793_000148|3300014793|Ga0134407_1000635,-,collapsed_g2,RF00029,cm,1,93,10089,10512,-,no,1,0.51,0.0,59.2,2.3e-06,!,-
IMGVR_UViG_3300014793_000166|3300014793|Ga0134407_1001993_II_917,IMGVR_UViG_3300014793_000166|3300014793|Ga0134407_1001993,-,Intron_gpII,RF00029,cm,1,93,917,821,-,no,1,0.58,0.0,54.2,3.8e-05,!,-
IMGVR_UViG_3300014793_000167|3300014793|Ga0134407_1001744_II_164,IMGVR_UViG_3300014793_000167|3300014793|Ga0134407_1001744,-,Intron_gpII,RF00029,cm,1,93,164,88,-,no,1,0.57,0.0,64.8,9.2e-08,!,-
IMGVR_UViG_3300014797_000090|3300014797|Ga0134414_1002693_II_477,IMGVR_UViG_3300014797_000090|3300014797|Ga0134414_1002693,-,collapsed_g2,RF00029,cm,1,93,477,2881,-,no,1,0.53,0.0,55.1,2.2e-05,!,-
IMGVR_UViG_3300014797_000158|3300014797|Ga0134414_1000071|2-21263_II_18165,IMGVR_UViG_3300014797_000158|3300014797|Ga0134414_1000071|2-21263,-,Intron_gpII,RF00029,cm,1,93,18165,18261,+,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014798_000126|3300014798|Ga0134382_1002911_II_256,IMGVR_UViG_3300014798_000126|3300014798|Ga0134382_1002911,-,group-II-D1D4-5,RF02004,cm,1,201,256,49,-,no,1,0.52,0.0,176.5,2.5e-37,!,-
IMGVR_UViG_3300014799_000104|3300014799|Ga0134377_1001075_II_13209,IMGVR_UViG_3300014799_000104|3300014799|Ga0134377_1001075,-,collapsed_g2,RF00029,cm,1,93,13209,15672,-,no,1,0.57,0.0,54.2,3.8e-05,!,-
IMGVR_UViG_3300014799_000119|3300014799|Ga0134377_1002041_II_3717,IMGVR_UViG_3300014799_000119|3300014799|Ga0134377_1002041,-,group-II-D1D4-5,RF02004,cm,1,201,3717,3487,-,no,1,0.50,0.0,44.1,0.002,!,-
IMGVR_UViG_3300014799_000136|3300014799|Ga0134377_1004269_II_1437,IMGVR_UViG_3300014799_000136|3300014799|Ga0134377_1004269,-,collapsed_g2,RF00029,cm,1,93,1437,3846,-,no,1,0.59,0.0,60.4,1.1e-06,!,-
IMGVR_UViG_3300014800_000135|3300014800|Ga0134399_1002900_II_28,IMGVR_UViG_3300014800_000135|3300014800|Ga0134399_1002900,-,group-II-D1D4-6,RF02005,cm,1,225,28,242,+,no,1,0.48,0.0,93.1,4.2e-22,!,-
IMGVR_UViG_3300014800_000139|3300014800|Ga0134399_1002706_II_846,IMGVR_UViG_3300014800_000139|3300014800|Ga0134399_1002706,-,Intron_gpII,RF00029,cm,1,93,846,750,-,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014800_000158|3300014800|Ga0134399_1001063_II_626,IMGVR_UViG_3300014800_000158|3300014800|Ga0134399_1001063,-,Intron_gpII,RF00029,cm,1,93,626,723,+,no,1,0.50,0.0,63.8,1.7e-07,!,-
IMGVR_UViG_3300014800_000178|3300014800|Ga0134399_1004086_II_692,IMGVR_UViG_3300014800_000178|3300014800|Ga0134399_1004086,-,Intron_gpII,RF00029,cm,1,93,692,596,-,no,1,0.53,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014802_000123|3300014802|Ga0134374_1000670_II_10785,IMGVR_UViG_3300014802_000123|3300014802|Ga0134374_1000670,-,Intron_gpII,RF00029,cm,1,93,10785,10689,-,no,1,0.54,0.0,58.4,3.5e-06,!,-
IMGVR_UViG_3300014802_000123|3300014802|Ga0134374_1000670_II_13805,IMGVR_UViG_3300014802_000123|3300014802|Ga0134374_1000670,-,Intron_gpII,RF00029,cm,1,93,13805,13709,-,no,1,0.58,0.0,59.1,2.4e-06,!,-
IMGVR_UViG_3300014802_000125|3300014802|Ga0134374_1003675_II_1476,IMGVR_UViG_3300014802_000125|3300014802|Ga0134374_1003675,-,group-II-D1D4-3,RF02001,cm,1,171,1476,1653,+,no,1,0.44,0.0,135.7,2.3e-25,!,-
IMGVR_UViG_3300014802_000173|3300014802|Ga0134374_1000138|74-19498_II_16328,IMGVR_UViG_3300014802_000173|3300014802|Ga0134374_1000138|74-19498,-,Intron_gpII,RF00029,cm,1,93,16328,16424,+,no,1,0.57,0.0,55.7,1.6e-05,!,-
IMGVR_UViG_3300014803_000152|3300014803|Ga0134430_1002846_II_145,IMGVR_UViG_3300014803_000152|3300014803|Ga0134430_1002846,-,collapsed_g2,RF00029,cm,1,93,145,2884,+,no,1,0.55,0.0,49.5,0.00053,!,-
IMGVR_UViG_3300014804_000101|3300014804|Ga0134371_1000822_II_16142,IMGVR_UViG_3300014804_000101|3300014804|Ga0134371_1000822,-,Intron_gpII,RF00029,cm,1,93,16142,16058,-,no,1,0.53,0.0,51.3,0.0002,!,-
IMGVR_UViG_3300014804_000104|3300014804|Ga0134371_1002599_II_684,IMGVR_UViG_3300014804_000104|3300014804|Ga0134371_1002599,-,Intron_gpII,RF00029,cm,1,93,684,782,+,no,1,0.61,0.0,53.6,5.3e-05,!,-
IMGVR_UViG_3300014804_000111|3300014804|Ga0134371_1001767_II_8175,IMGVR_UViG_3300014804_000111|3300014804|Ga0134371_1001767,-,group-II-D1D4-5,RF02004,cm,1,201,8175,8377,+,no,1,0.52,0.0,166.4,9.6e-35,!,-
IMGVR_UViG_3300014804_000124|3300014804|Ga0134371_1002109_II_1042,IMGVR_UViG_3300014804_000124|3300014804|Ga0134371_1002109,-,Intron_gpII,RF00029,cm,1,93,1042,1138,+,no,1,0.61,0.0,53.7,5.1e-05,!,-
IMGVR_UViG_3300014807_000158|3300014807|Ga0134439_1003274_II_4288,IMGVR_UViG_3300014807_000158|3300014807|Ga0134439_1003274,-,Intron_gpII,RF00029,cm,8,93,4288,4219,-,5',2,0.53,0.0,45.3,0.0058,!,-
IMGVR_UViG_3300014807_000164|3300014807|Ga0134439_1000381_II_25486,IMGVR_UViG_3300014807_000164|3300014807|Ga0134439_1000381,-,Intron_gpII,RF00029,cm,1,93,25486,25410,-,no,1,0.53,0.0,66.7,3.3e-08,!,-
IMGVR_UViG_3300014807_000193|3300014807|Ga0134439_1001612_II_2410,IMGVR_UViG_3300014807_000193|3300014807|Ga0134439_1001612,-,Intron_gpII,RF00029,cm,1,93,2410,2314,-,no,1,0.60,0.0,53.6,5.2e-05,!,-
IMGVR_UViG_3300014807_000200|3300014807|Ga0134439_1001259_II_6454,IMGVR_UViG_3300014807_000200|3300014807|Ga0134439_1001259,-,collapsed_g2,RF00029,cm,1,93,6454,8855,-,no,1,0.52,0.0,56.4,1.1e-05,!,-
IMGVR_UViG_3300014807_000208|3300014807|Ga0134439_1000682_II_6671,IMGVR_UViG_3300014807_000208|3300014807|Ga0134439_1000682,-,collapsed_g2,RF00029,cm,1,93,6671,8774,-,no,1,0.55,0.0,64.9,9e-08,!,-
IMGVR_UViG_3300014808_000166|3300014808|Ga0134443_1002856_II_4923,IMGVR_UViG_3300014808_000166|3300014808|Ga0134443_1002856,-,Intron_gpII,RF00029,cm,1,93,4923,5019,+,no,1,0.54,0.0,58.6,3.2e-06,!,-
IMGVR_UViG_3300014824_000278|3300014824|Ga0134492_1007390_II_6856,IMGVR_UViG_3300014824_000278|3300014824|Ga0134492_1007390,-,collapsed_g2,RF02003,cm,1,138,6856,7089,+,no,1,0.50,0.0,50.1,8.5e-05,!,-
IMGVR_UViG_3300014824_000393|3300014824|Ga0134492_1006928_II_1333,IMGVR_UViG_3300014824_000393|3300014824|Ga0134492_1006928,-,Intron_gpII,RF00029,cm,1,93,1333,1248,-,no,1,0.62,0.0,47.8,0.0014,!,-
IMGVR_UViG_3300014824_000439|3300014824|Ga0134492_1004970_II_49,IMGVR_UViG_3300014824_000439|3300014824|Ga0134492_1004970,-,Intron_gpII,RF00029,cm,1,93,49,125,+,no,1,0.58,0.0,59.2,2.3e-06,!,-
IMGVR_UViG_3300014824_000514|3300014824|Ga0134492_1000762_II_31,IMGVR_UViG_3300014824_000514|3300014824|Ga0134492_1000762,-,Intron_gpII,RF00029,cm,1,93,31,127,+,no,1,0.55,0.0,61.6,5.8e-07,!,-
IMGVR_UViG_3300014824_000578|3300014824|Ga0134492_1007644_II_4837,IMGVR_UViG_3300014824_000578|3300014824|Ga0134492_1007644,-,Intron_gpII,RF00029,cm,1,93,4837,4921,+,no,1,0.53,0.0,50.9,0.00025,!,-
IMGVR_UViG_3300014827_000309|3300014827|Ga0120171_1000636_II_11983,IMGVR_UViG_3300014827_000309|3300014827|Ga0120171_1000636,-,group-II-D1D4-2,RF01999,cm,1,118,11983,12091,+,no,1,0.54,0.0,50.4,0.00026,!,-
IMGVR_UViG_3300014838_001890|3300014838|Ga0182030_10020741_II_47,IMGVR_UViG_3300014838_001890|3300014838|Ga0182030_10020741,-,Intron_gpII,RF00029,cm,1,93,47,123,+,no,1,0.60,0.0,61.1,7.6e-07,!,-
IMGVR_UViG_3300014839_001131|3300014839|Ga0182027_10058914_II_4465,IMGVR_UViG_3300014839_001131|3300014839|Ga0182027_10058914,-,collapsed_g2,RF02003,cm,1,138,4465,4335,-,no,1,0.54,0.0,102.3,7.2e-18,!,-
IMGVR_UViG_3300014917_000060|3300014917|Ga0169823_100363_II_16866,IMGVR_UViG_3300014917_000060|3300014917|Ga0169823_100363,-,Intron_gpII,RF00029,cm,1,93,16866,16962,+,no,1,0.51,0.0,52.5,0.0001,!,-
IMGVR_UViG_3300014919_000039|3300014919|Ga0169798_100641_II_4210,IMGVR_UViG_3300014919_000039|3300014919|Ga0169798_100641,-,Intron_gpII,RF00029,cm,1,93,4210,4306,+,no,1,0.55,0.0,59.3,2.1e-06,!,-
IMGVR_UViG_3300014919_000043|3300014919|Ga0169798_101060_II_7032,IMGVR_UViG_3300014919_000043|3300014919|Ga0169798_101060,-,group-II-D1D4-3,RF02001,cm,1,171,7032,6863,-,no,1,0.51,0.0,138.8,3.8e-26,!,-
IMGVR_UViG_3300014919_000048|3300014919|Ga0169798_101026_II_2445,IMGVR_UViG_3300014919_000048|3300014919|Ga0169798_101026,-,collapsed_g2,RF00029,cm,1,93,2445,2819,-,no,1,0.56,0.0,56.8,8.7e-06,!,-
IMGVR_UViG_3300014921_000068|3300014921|Ga0169822_101099_II_283,IMGVR_UViG_3300014921_000068|3300014921|Ga0169822_101099,-,collapsed_g2,RF00029,cm,1,93,283,2712,-,no,1,0.56,0.0,46.8,0.0025,!,-
IMGVR_UViG_3300014927_000110|3300014927|Ga0169766_100653_II_10338,IMGVR_UViG_3300014927_000110|3300014927|Ga0169766_100653,-,Intron_gpII,RF00029,cm,1,93,10338,10434,+,no,1,0.56,0.0,51.3,0.00019,!,-
IMGVR_UViG_3300014934_000056|3300014934|Ga0169773_100199_II_5147,IMGVR_UViG_3300014934_000056|3300014934|Ga0169773_100199,-,group-II-D1D4-3,RF02001,cm,1,171,5147,4970,-,no,1,0.47,0.0,139.9,2e-26,!,-
IMGVR_UViG_3300014934_000110|3300014934|Ga0169773_100018|14713-141167_II_16537,IMGVR_UViG_3300014934_000110|3300014934|Ga0169773_100018|14713-141167,-,Intron_gpII,RF00029,cm,1,93,16537,16633,+,no,1,0.59,0.0,56.7,9.2e-06,!,-
IMGVR_UViG_3300014935_000074|3300014935|Ga0169825_100904_II_87,IMGVR_UViG_3300014935_000074|3300014935|Ga0169825_100904,-,collapsed_g2,RF00029,cm,1,93,87,2493,-,no,1,0.54,0.0,56.6,9.7e-06,!,-
IMGVR_UViG_3300014935_000091|3300014935|Ga0169825_100089|2-65858_II_29849,IMGVR_UViG_3300014935_000091|3300014935|Ga0169825_100089|2-65858,-,group-II-D1D4-3,RF02001,cm,1,171,29849,30018,+,no,1,0.42,0.7,110.5,3.4e-19,!,-
IMGVR_UViG_3300014936_000082|3300014936|Ga0169833_102312_II_1398,IMGVR_UViG_3300014936_000082|3300014936|Ga0169833_102312,-,collapsed_g2,RF00029,cm,1,93,1398,3802,-,no,1,0.53,0.0,55.1,2.2e-05,!,-
IMGVR_UViG_3300014936_000086|3300014936|Ga0169833_101405_II_7826,IMGVR_UViG_3300014936_000086|3300014936|Ga0169833_101405,-,collapsed_g2,RF00029,cm,1,93,7826,10224,-,no,1,0.53,0.0,50.9,0.00025,!,-
IMGVR_UViG_3300014938_000072|3300014938|Ga0134444_100778_II_6867,IMGVR_UViG_3300014938_000072|3300014938|Ga0134444_100778,-,Intron_gpII,RF00029,cm,1,93,6867,6771,-,no,1,0.59,0.0,54.1,4.1e-05,!,-
IMGVR_UViG_3300014938_000124|3300014938|Ga0134444_100054|7553-110755_II_41086,IMGVR_UViG_3300014938_000124|3300014938|Ga0134444_100054|7553-110755,-,Intron_gpII,RF00029,cm,1,93,41086,41182,+,no,1,0.53,0.0,55.2,2.1e-05,!,-
IMGVR_UViG_3300014938_000132|3300014938|Ga0134444_100191|1-42482_II_34413,IMGVR_UViG_3300014938_000132|3300014938|Ga0134444_100191|1-42482,-,collapsed_g2,RF00029,cm,1,93,34413,36762,+,no,1,0.53,0.0,66.7,3.3e-08,!,-
IMGVR_UViG_3300014940_000053|3300014940|Ga0169849_101986_II_237,IMGVR_UViG_3300014940_000053|3300014940|Ga0169849_101986,-,collapsed_g2,RF00029,cm,1,93,237,2609,-,no,1,0.51,0.0,50.4,0.00032,!,-
IMGVR_UViG_3300014940_000057|3300014940|Ga0169849_100719_II_2470,IMGVR_UViG_3300014940_000057|3300014940|Ga0169849_100719,-,Intron_gpII,RF00029,cm,1,93,2470,2397,-,no,1,0.54,0.0,56.4,1.1e-05,!,-
IMGVR_UViG_3300014940_000057|3300014940|Ga0169849_100719_II_4234,IMGVR_UViG_3300014940_000057|3300014940|Ga0169849_100719,-,group-II-D1D4-6,RF02005,cm,1,225,4234,4017,-,no,1,0.45,0.0,167.0,1.2e-45,!,-
IMGVR_UViG_3300014940_000057|3300014940|Ga0169849_100719_II_4243,IMGVR_UViG_3300014940_000057|3300014940|Ga0169849_100719,-,group-II-D1D4-4,RF02003,cm,1,138,4243,4145,-,no,1,0.53,0.0,44.5,0.0022,!,-
IMGVR_UViG_3300014940_000069|3300014940|Ga0169849_100448_II_21159,IMGVR_UViG_3300014940_000069|3300014940|Ga0169849_100448,-,collapsed_g2,RF00029,cm,1,93,21159,23557,-,no,1,0.53,0.0,50.9,0.00025,!,-
