gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_amr	annotation_accessions	annotation_description
CP133956.1_1246	1317768	1318286	519	-1	0.420	11	AGGAG	GENOMAD.061903.CP	3.692e-37	139	0	0	0	2561	Caudoviricetes	NA	NA	PF01782;PF03448;PF05239;PF01746;COG0806;K00554;TIGR00088	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing
CP133956.1_1247	1319561	1319800	240	-1	0.375	11	None	GENOMAD.138068.VC	4.123e-05	42	0	0	0	1	NA	NA	NA	PF13083;K06960;COG1837	KH domain
CP133956.1_1248	1319810	1320082	273	-1	0.396	11	GGA/GAG/AGG	GENOMAD.118861.CV	7.45e-11	59	1	0	0	1	NA	NA	NA	COG0228	Ribosomal protein S16
CP133956.1_1249	1320513	1321130	618	-1	0.369	11	GGAG/GAGG	GENOMAD.221573.VC	5.239e-07	52	0	0	0	1	NA	NA	NA	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain
CP133956.1_1250	1321123	1322346	1224	-1	0.421	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1251	1322358	1323068	711	-1	0.415	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1252	1323068	1324330	1263	-1	0.424	11	GGAGG	GENOMAD.159551.CP	1.445e-10	66	0	0	0	1	NA	NA	NA	K02005;COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)
CP133956.1_1253	1324645	1327878	3234	-1	0.441	11	None	GENOMAD.140949.CP	2.096e-08	61	0	0	0	1	NA	NA	NA	PF02786;PF18130;PF18603;COG0439;TIGR03909;K19112	Biotin carboxylase
CP133956.1_1254	1328239	1329330	1092	-1	0.442	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1255	1329353	1330288	936	-1	0.413	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1256	1330346	1331605	1260	-1	0.425	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1257	1331621	1332142	522	-1	0.452	11	AGGAGG	GENOMAD.000141.CC	8.533e-37	138	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1258	1332501	1333118	618	1	0.375	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1259	1333199	1334089	891	-1	0.448	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1260	1334079	1334537	459	-1	0.383	11	AGGA	GENOMAD.126367.CP	0.0001813	43	0	0	0	1	NA	NA	NA	PF01252;COG0597;K03101;TIGR00077	Lipoprotein signal peptidase
CP133956.1_1261	1334765	1335694	930	-1	0.390	11	AGGA	GENOMAD.206013.CP	2.153e-17	86	0	0	0	1	NA	NA	NA	PF03466;TIGR02424;COG0583	LysR substrate binding domain
CP133956.1_1262	1336101	1336394	294	-1	0.432	11	GGAG/GAGG	GENOMAD.080397.CV	1.512e-29	113	1	0	0	2561	Caudoviricetes	NA	NA	PF01016;COG0211;TIGR00062	Ribosomal protein L27
CP133956.1_1263	1336416	1336703	288	-1	0.434	11	GGA/GAG/AGG	GENOMAD.151558.VC	1.135e-08	53	0	0	0	2561	Caudoviricetes	NA	NA	PF04327;K07584;COG2868	Uncharacterized conserved protein YsxB, DUF464 family
CP133956.1_1264	1336761	1337075	315	-1	0.416	11	AGGAGG	GENOMAD.080110.CV	1.703e-31	119	1	0	0	1	NA	NA	NA	PF00829;TIGR00061;K02888;COG0261	ribosomal protein L21
CP133956.1_1265	1337305	1338498	1194	-1	0.408	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1266	1338763	1339380	618	1	0.429	11	AGGA	GENOMAD.183914.VC	7.104e-24	102	0	0	0	2561	Caudoviricetes	NA	NA	PF12978	Beta-lactamase inhibitor (BLIP)
CP133956.1_1267	1339678	1340907	1230	-1	0.363	11	GGA/GAG/AGG	GENOMAD.206246.PC	3.095e-84	287	0	0	0	1	NA	NA	NA	PF00083;K08217;COG2271;TIGR00924	Sugar (and other) transporter
CP133956.1_1268	1340942	1341874	933	-1	0.289	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1269	1342013	1342885	873	-1	0.284	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1270	1342854	1343027	174	-1	0.374	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1271	1343394	1344260	867	-1	0.347	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1272	1344509	1345375	867	-1	0.403	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1273	1345372	1345914	543	-1	0.379	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1274	1346437	1347123	687	1	0.447	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1275	1347169	1347696	528	1	0.407	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1276	1347744	1348946	1203	-1	0.424	11	GGAGG	GENOMAD.056657.CV	5.736e-06	51	0	0	0	2561	Caudoviricetes	NA	NA	PF01138;PF03726;PF03725;K00962;TIGR02696;COG1185	guanosine pentaphosphate synthetase I/polynucleotide phosphorylase
CP133956.1_1277	1349325	1349555	231	-1	0.342	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1278	1349623	1350645	1023	-1	0.457	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1279	1350746	1353169	2424	-1	0.439	11	GGAG/GAGG	GENOMAD.026404.VV	4.378e-50	196	0	0	0	2561	Caudoviricetes	NA	NA	PF00521;PF00986;K02469;TIGR01063;COG0188	DNA gyrase, A subunit
CP133956.1_1280	1353680	1354495	816	-1	0.433	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1281	1354597	1356546	1950	-1	0.459	11	GGAGG	GENOMAD.138195.VC	7.886e-43	171	0	0	0	2561	Caudoviricetes	NA	NA	PF00204;K02622;TIGR01059;COG0187	DNA gyrase, B subunit
CP133956.1_1282	1356679	1357326	648	1	0.438	11	None	GENOMAD.092870.CP	2.028e-24	104	0	0	0	1	NA	NA	NA	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase
CP133956.1_1283	1357380	1358654	1275	-1	0.438	11	AGGAG	GENOMAD.130334.CP	8.954e-08	57	0	0	0	1	NA	NA	NA	PF12890;K01305;TIGR01975;COG0402	isoaspartyl dipeptidase IadA
CP133956.1_1284	1358886	1359539	654	-1	0.472	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1285	1359551	1359958	408	-1	0.434	11	GGAGG	GENOMAD.152266.CP	5.072e-34	128	0	0	0	1	NA	NA	NA	PF13527;COG2153;TIGR01575;K03395	Acetyltransferase (GNAT) domain
CP133956.1_1286	1360089	1360742	654	-1	0.430	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1287	1360770	1361636	867	-1	0.418	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1288	1361756	1363210	1455	-1	0.469	11	AGGA	GENOMAD.151301.CP	4.489e-15	81	0	0	0	1	NA	NA	NA	TIGR02713	allophanate hydrolase
CP133956.1_1289	1363445	1364188	744	-1	0.419	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1290	1364240	1364875	636	-1	0.454	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1291	1364935	1365627	693	-1	0.479	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1292	1366248	1366697	450	-1	0.402	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1293	1367037	1367945	909	1	0.399	11	None	GENOMAD.206013.CP	5.969e-40	153	0	0	0	1	NA	NA	NA	PF03466;TIGR02424;COG0583	LysR substrate binding domain
CP133956.1_1294	1368078	1368863	786	-1	0.402	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1295	1368954	1369763	810	-1	0.456	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1296	1369782	1369958	177	-1	0.373	11	AGGAG(G)/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1297	1369976	1371187	1212	-1	0.449	11	GGA/GAG/AGG	GENOMAD.125838.CP	1.021e-145	465	0	0	0	1	NA	NA	NA	K01839;TIGR01696;COG1015	phosphopentomutase
CP133956.1_1298	1371265	1371948	684	-1	0.443	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1299	1372396	1372710	315	-1	0.378	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1300	1372717	1373394	678	-1	0.369	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1301	1373416	1374102	687	-1	0.323	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1302	1374124	1374810	687	-1	0.349	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1303	1374804	1376414	1611	-1	0.425	11	AGGAG	GENOMAD.176261.VV	7.517e-05	48	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1304	1376404	1376754	351	-1	0.450	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1305	1376741	1377055	315	-1	0.470	11	3Base/5BMM	GENOMAD.195640.PC	1.196e-11	62	0	0	0	1	NA	NA	NA	PF11328;TIGR04197;COG4842	type VII secretion effector, SACOL2603 family
CP133956.1_1306	1377644	1379047	1404	1	0.435	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1307	1379314	1380723	1410	-1	0.450	11	AGGAG	GENOMAD.121447.CV	1.764e-19	95	0	0	0	2561	Caudoviricetes	NA	NA	PF01546;TIGR01887;K01439;COG0624	dipeptidase, putative
CP133956.1_1308	1380804	1381406	603	-1	0.426	11	AGGA	GENOMAD.130240.CP	2.246e-07	53	0	0	0	1	NA	NA	NA	PF00881;TIGR02476;K04719;COG3560	5,6-dimethylbenzimidazole synthase
CP133956.1_1309	1381534	1383318	1785	-1	0.430	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1310	1383571	1384608	1038	-1	0.425	11	AGGAG	GENOMAD.129077.CP	1.823e-43	165	0	0	0	1	NA	NA	NA	PF13531;K02012;TIGR03261;COG4143	putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein
CP133956.1_1311	1384605	1385390	786	-1	0.421	11	AGGAG	GENOMAD.212998.CP	1.006e-05	49	0	0	0	1	NA	NA	NA	PF12833	Helix-turn-helix domain
CP133956.1_1312	1385394	1387028	1635	-1	0.398	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1313	1387218	1388045	828	-1	0.408	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1314	1388042	1388851	810	-1	0.436	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1315	1388869	1389360	492	-1	0.429	11	AGGAGG	GENOMAD.158578.CP	4.495e-09	57	0	0	0	1	NA	NA	NA	PF03830;COG3444;TIGR00854;K11195	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
CP133956.1_1316	1389375	1389800	426	-1	0.394	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1317	1390144	1391163	1020	-1	0.444	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1318	1391451	1391888	438	-1	0.473	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1319	1392430	1394262	1833	-1	0.445	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1320	1394961	1395317	357	-1	0.291	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1321	1395399	1395692	294	-1	0.340	11	GGAG/GAGG	GENOMAD.191196.PC	4.968e-10	57	0	0	0	1	NA	NA	NA	PF08951	Enterocin A Immunity
CP133956.1_1322	1395722	1395943	222	-1	0.405	11	AGGAGG	GENOMAD.043623.PP	2.505e-07	48	0	0	0	1	NA	NA	NA	PF01721;PF03047;TIGR01847	Class II bacteriocin; COMC family
CP133956.1_1323	1396113	1396628	516	1	0.366	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1324	1396639	1396890	252	1	0.313	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1325	1396934	1398025	1092	1	0.412	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1326	1398045	1398560	516	1	0.386	11	GGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1327	1398584	1399387	804	1	0.405	11	None	GENOMAD.224170.VP	0.0004032	44	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1328	1399389	1400084	696	1	0.411	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1329	1400251	1400769	519	1	0.316	11	GGAG/GAGG	GENOMAD.168013.PC	1.383e-30	120	0	0	0	1	NA	NA	NA	PF00529;K12293;TIGR01000;COG1566	bacteriocin secretion accessory protein
CP133956.1_1330	1401544	1401699	156	1	0.308	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1331	1401881	1402171	291	-1	0.344	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1332	1402633	1403106	474	-1	0.357	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1333	1403388	1403753	366	-1	0.418	11	GGAGG	GENOMAD.114551.CV	6.033e-26	104	1	0	0	2561	Caudoviricetes	NA	NA	PF16320;PF00542;COG0222;TIGR00855	Ribosomal protein L7/L12
CP133956.1_1334	1403818	1404318	501	-1	0.417	11	GGAGG	GENOMAD.081842.CV	1.001e-31	123	1	0	0	1	NA	NA	NA	PF00466;K02864;COG0244	Ribosomal protein L10
CP133956.1_1335	1404614	1405255	642	-1	0.386	11	GGAG/GAGG	GENOMAD.194588.PC	6.738e-76	253	0	0	0	1	NA	NA	NA	PF07314;COG4478;TIGR01906	integral membrane protein TIGR01906
CP133956.1_1336	1405252	1406019	768	-1	0.419	11	GGA/GAG/AGG	GENOMAD.137975.CP	1.513e-12	70	0	0	0	1	NA	NA	NA	PF13344;PF13242;K02566;TIGR01456;COG0647	HAD-superfamily class IIA hydrolase, TIGR01456, CECR5
CP133956.1_1337	1406019	1406771	753	-1	0.401	11	AGGAGG	GENOMAD.001427.CC	2.905e-21	96	0	0	0	2561	Caudoviricetes	NA	NA	PF01643;K01071;COG3884;TIGR00051	Acyl-ACP thioesterase
CP133956.1_1338	1406782	1407912	1131	-1	0.424	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1339	1407979	1408632	654	-1	0.430	11	GGAG/GAGG	GENOMAD.181817.CP	9.837e-25	105	0	0	0	1	NA	NA	NA	PF13420;TIGR03585;COG1670;K00663	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase
CP133956.1_1340	1408699	1410051	1353	-1	0.444	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1341	1410104	1411060	957	-1	0.420	11	AGGAGG	GENOMAD.153556.CP	2.021e-54	196	0	0	0	1	NA	NA	NA	COG4856	Uncharacterized protein, YbbR domain
CP133956.1_1342	1411057	1411908	852	-1	0.412	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1343	1412010	1413353	1344	1	0.436	11	None	GENOMAD.114453.CP	6.866e-65	232	0	0	0	2561	Caudoviricetes	NA	NA	PF08353;PF08245;PF14803;K23393;TIGR01143;COG0770	MurT ligase C-terminal; Mur ligase middle domain; Nudix N-terminal
CP133956.1_1344	1413353	1414141	789	1	0.411	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1345	1414765	1415754	990	-1	0.405	11	AGGAG	GENOMAD.121329.CP	0.0001434	46	0	0	0	1	NA	NA	NA	PF03099;COG0095;TIGR00545;K03800	Lipoate-protein ligase A
CP133956.1_1346	1415996	1417795	1800	-1	0.456	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1347	1417974	1419383	1410	-1	0.455	11	AGGA	GENOMAD.116686.CP	9.013e-47	179	0	0	0	1	NA	NA	NA	PF00198;K09699;TIGR01349;COG0508	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form
CP133956.1_1348	1419507	1420505	999	-1	0.436	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1349	1420585	1421553	969	-1	0.452	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1350	1422059	1423969	1911	-1	0.439	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1351	1424070	1424354	285	-1	0.418	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1352	1424379	1425164	786	-1	0.431	11	AGGAGG	GENOMAD.151688.CP	3.898e-38	146	0	0	0	1	NA	NA	NA	PF00756;K03930;TIGR02821;COG0627	S-formylglutathione hydrolase
CP133956.1_1353	1425270	1426931	1662	-1	0.438	11	AGGA	GENOMAD.117090.CP	5.848e-52	197	0	0	0	2561	Caudoviricetes	NA	NA	PF17770;PF19583;K12574;TIGR00649;COG0595	beta-CASP ribonuclease, RNase J family
CP133956.1_1354	1427141	1427899	759	-1	0.419	11	AGGAG(G)/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1355	1427896	1428765	870	-1	0.423	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1356	1428779	1429774	996	-1	0.451	11	GGAG/GAGG	GENOMAD.145773.CP	4.032e-06	51	0	0	0	1	NA	NA	NA	PF00532;TIGR02955;COG1609;K10537	TMAO reductase system periplasmic protein TorT
CP133956.1_1357	1430126	1431796	1671	1	0.424	11	AGGAGG	GENOMAD.038983.CC	6.961e-30	129	0	0	0	1	NA	NA	NA	PF06831	NA
CP133956.1_1358	1431885	1433123	1239	-1	0.441	11	GGAG/GAGG	GENOMAD.006466.CC	0.0008616	44	0	0	0	1	NA	NA	NA	PF13429;COG2956;TIGR03302;K12600	Lipopolysaccharide biosynthesis regulator YciM, contains six TPR domains and a predicted metal-binding C-terminal domain
CP133956.1_1359	1433113	1434294	1182	-1	0.404	11	AGGA/GGAG/GAGG	GENOMAD.117170.CP	8.572e-20	95	0	0	0	2561	Caudoviricetes	NA	NA	COG0628	Predicted PurR-regulated permease PerM
CP133956.1_1360	1434357	1434833	477	-1	0.426	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1361	1435011	1436057	1047	-1	0.445	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1362	1436249	1436845	597	-1	0.439	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1363	1436845	1437714	870	-1	0.451	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1364	1437771	1438916	1146	-1	0.454	11	GGA/GAG/AGG	GENOMAD.153744.CP	4.849e-10	64	0	0	0	1	NA	NA	NA	PF01266;TIGR01373;K00303;COG0665	sarcosine oxidase, beta subunit family, heterotetrameric form
CP133956.1_1365	1438935	1439723	789	-1	0.451	11	AGGAGG	GENOMAD.000956.CC	1.546e-10	64	0	0	0	1	NA	NA	NA	PF01784;TIGR00486;COG0327;K22391	dinuclear metal center protein, YbgI/SA1388 family
CP133956.1_1366	1439713	1440471	759	-1	0.430	11	AGxAGG/AGGxGG	GENOMAD.013527.CC	3.245e-15	78	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1367	1440473	1440919	447	-1	0.445	11	GGA/GAG/AGG	GENOMAD.008695.CC	0.0007772	41	0	0	0	1	NA	NA	NA	PF07958;COG2231;TIGR01084	Potential Queuosine, Q, salvage protein family
CP133956.1_1368	1441135	1441812	678	-1	0.419	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1369	1441879	1442397	519	-1	0.459	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1370	1442477	1442845	369	-1	0.491	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1371	1442854	1445064	2211	-1	0.450	11	3Base/5BMM	GENOMAD.013941.CC	2.863e-23	109	0	0	0	1	NA	NA	NA	PF10141;COG4199	Single-strand DNA-specific exonuclease, C terminal domain
CP133956.1_1372	1445061	1445825	765	-1	0.441	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1373	1445825	1446652	828	-1	0.425	11	GGAG/GAGG	GENOMAD.115255.CP	6.172e-07	53	1	0	0	1	NA	NA	NA	PF12706;TIGR02651;COG1234;K06167	ribonuclease Z
CP133956.1_1374	1446769	1447407	639	-1	0.415	11	4Base/6BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1375	1447400	1448638	1239	-1	0.445	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1376	1448723	1449613	891	-1	0.470	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1377	1449746	1449922	177	1	0.429	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1378	1450134	1450715	582	-1	0.440	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1379	1450872	1453136	2265	-1	0.404	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1380	1453162	1454664	1503	-1	0.444	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1381	1454871	1455893	1023	-1	0.400	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1382	1456140	1457393	1254	1	0.427	11	AGGAGG	GENOMAD.170325.CP	5.918e-37	148	0	0	0	1	NA	NA	NA	PF02030;K15770;COG2182;TIGR03851	Maltose-binding periplasmic protein MalE
CP133956.1_1383	1457693	1459054	1362	1	0.396	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1384	1459054	1459890	837	1	0.409	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1385	1459964	1460794	831	-1	0.408	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1386	1460819	1461679	861	-1	0.431	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1387	1461680	1462984	1305	-1	0.405	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1388	1463060	1465192	2133	-1	0.394	11	AGGAGG	GENOMAD.190139.CP	5.438e-05	49	0	0	0	1	NA	NA	NA	PF00686;K18695	Starch binding domain
CP133956.1_1389	1465221	1466921	1701	-1	0.404	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1390	1467094	1468353	1260	-1	0.428	11	AGGAGG	GENOMAD.127158.CP	1.683e-11	69	0	0	0	1	NA	NA	NA	PF02030;K17329;COG2182;TIGR03850	Maltose-binding periplasmic protein MalE
CP133956.1_1391	1468894	1469862	969	-1	0.436	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1392	1469902	1471155	1254	-1	0.426	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1393	1471148	1471387	240	-1	0.387	11	AGGAG	GENOMAD.213128.PC	1.638e-13	66	0	0	0	1	NA	NA	NA	PF07377;K14188;TIGR01688	D-alanine--poly(phosphoribitol) ligase, subunit 2
CP133956.1_1394	1471405	1472652	1248	-1	0.397	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1395	1472649	1474187	1539	-1	0.437	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1396	1474199	1474342	144	-1	0.326	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1397	1474681	1476672	1992	-1	0.443	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1398	1476864	1479029	2166	1	0.428	11	AGGAG	GENOMAD.145356.CP	3.367e-06	53	0	0	0	1	NA	NA	NA	PF00497;K02424;TIGR02995;COG0834	ectoine/hydroxyectoine ABC transporter solute-binding protein
CP133956.1_1399	1479029	1479769	741	1	0.435	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1400	1479926	1480078	153	-1	0.405	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1401	1480075	1481454	1380	-1	0.443	11	AGGAG	GENOMAD.152002.CP	3.438e-71	251	0	0	0	1	NA	NA	NA	K02761;COG1455	Phosphotransferase system cellobiose-specific component IIC
CP133956.1_1402	1481529	1481966	438	-1	0.432	11	GGAG/GAGG	GENOMAD.045349.CC	7.318e-17	79	0	0	0	1	NA	NA	NA	PF11687;COG4276	Ligand-binding SRPBCC domain
CP133956.1_1403	1481963	1482298	336	-1	0.426	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA
CP133956.1_1404	1482295	1482612	318	-1	0.443	11	AGGAG	GENOMAD.158256.CP	6.106e-19	83	0	0	0	1	NA	NA	NA	PF02302;TIGR00853;COG1440;K02774	PTS system, lactose/cellobiose family IIB component
CP133956.1_1405	1482626	1484620	1995	-1	0.423	11	AGGAG	GENOMAD.196124.PC	0.0008229	45	0	0	0	1	NA	NA	NA	PF08270;PF05043;K22980;COG3711	Transcriptional antiterminator
