#This annotation file adds bars which indicate the length of the viral genome.

DATASET_SIMPLEBAR

SEPARATOR TAB

DATASET_LABEL	Genome Length (KB)
PFDCG	6.408
MZ089735	62.243
KX581096	53.227
CP000917	111.382
LC625742	37.025
MK568540	247.567
MK387337	194.9
OK040807	88.159
MW882907	166.457
OK018136	42.931
OK040794	176.888
OK040792	53.094
OK040787	60.998
OK040785	47.982
OK040780	36.407
OK108609	43.62
OK108608	42.662
OK108607	110.832
OK169295	14.072
OK169294	22.254
KX279892	44.559
KM979355	108.418
KC579452	47.285
JX104231	62.952
JN672684	51.543
FJ937737	62.715
JN593240	157.304
EU330206	77.554
EF153632	72.415
EF056009	70.153
DQ121662	46.072
AY967407	180.5
AF234172	94.8
AF069529	39.732
AF069308	40.751
AF064539	46.375
PX1CG	5.386
CP067347	132.924
CP067352	113.019
OK318961	40.35
OK539620	44.24
MH375600	35.581
MH375599	34.639
MH375598	36.064
MH375597	36.129
MH375595	36.938
MH375594	37.611
MH375593	40.563
MH375596	42.017
KU760857	103.445
KM236241	49.816
JN132397	132.662
GU296433	135.041
DQ289555	40.867
AY029185	42.493
OK483201	76.648
MN364664	157.091
LC628082	16.127
MZ643249	54.169
MT757392	48.245
CP045566	8.869
OK042081	46.585
OK042080	40.327
MZ209302	40.579
OK283619	158.981
OK283618	87.038
OK149216	74.579
OK149215	38.641
MZ648215	39.577
MZ648214	75.809
MZ997841	46.142
MZ997840	44.728
MZ997839	45.159
OK181169	12.676
OK274245	40.788
OK318991	40.147
OK319016	41.678
OK335783	41.678
OK335775	172.439
MZ997838	40.815
OK143207	110.04
OK095358	56.453
OK172329	50.121
OK076929	167.069
OK040170	272.72
OK019720	52.742
MZ969012	54.958
MT956952	41.511
MW450817	76.891
MN857617	20.784
MF360957	252.197
KF669659	49.836
KF669651	49.246
KC330683	50.161
KC330682	49.492
JX887877	36.932
JN638751	497.513
FJ230960	132.562
EU874396	53.104
EU771092	19.282
OK040806	87.817
KY608966	53.242
KY608965	170.254
AY349011	63.882
EU719189	50.93
DQ466086	56.538
AY855346	53.325
AY605181	42.415
AY369265	48.177
AY368235	48.024
AF543311	48.247
AF447491	53.373
OU784750	32.541
OU784746	31.49
OU784549	33.562
MW722821	44.39
MT366944	50.481
NC_001942	15.644
BK059162	22.586
BK059157	12.584
OK094519	39.191
OK085710	56.975
MZ333461	43.177
MW464860	60.753
CP000625	48.674
CP000624	36.69
MZ065353	167.44
JN662425	61.847
EF602154	47.382
AY539836	36.748
AY453853	54.865
MW334946	45.087
KT995480	165.213
KF669648	50.354
KC330684	49.259
KC330680	49.458
KC330679	49.425
GU229986	56.505
EU408779	14.398
DQ123818	17.171
AY266303	233.234
CP084202	31.946
MZ322895	174.826
MT543041	39.164
MT980841	36.92
MT980840	37.233
MT980839	37.78
MT980838	36.865
MT980837	36.51
MT980836	37.304
MT632020	43.6
MT632019	42.506
MT632018	42.618
MT632017	42.487
MT588083	43.193
MZ666966	41.152
MZ666965	38.454
KX198612	43.277
MT239398	33.007
MZ417354	141.528
MZ417353	43.459
MZ417352	42.188
MZ417351	44.493
MZ417350	139.709
MZ417349	43.039
MZ417348	92.222
MZ417347	141.212
MZ417346	141.965
MZ417345	141.291
MZ417344	139.439
MZ417343	85.762
MZ417342	91.947
MZ417341	92.064
MZ417340	142.287
MZ417339	92.222
MZ417338	91.86
MZ417337	142.885
MZ417336	86.018
MZ417335	145.09
MZ417334	145.09
MZ417333	142.875
MZ417332	140.647
MZ417331	138.653
MZ417330	135.943
MZ417329	139.439
MZ417328	142.223
MZ417327	131.57
MZ417326	128.279
MZ417325	139.827
MZ417324	144.28
MZ417323	143.764
MZ417322	141.132
MZ417321	138.844
MZ417320	144.971
MZ417319	141.321
MZ417318	145.09
MZ417317	145.09
MZ417316	145.091
MZ417315	141.528
MZ422438	223.58
MW650841	41.971
MW627293	42.835
MZ443785	265.146
MZ443782	266.838
MZ868718	51.465
MZ868717	41.435
MZ868716	41.889
MZ868715	41.512
MZ868714	41.708
MZ868713	94.02
MZ443778	259.771
MZ443772	265.846
MZ936316	42.351
MZ936315	41.092
MZ936314	41.297
MZ868725	41.135
MZ868726	41.35
MZ868724	41.477
MZ747518	67.371
MZ747515	42.048
MZ747512	57.759
MZ747511	71.672
MZ747510	55.784
MZ747508	41.893
MZ969646	125.016
MZ983385	53.187
MZ926748	46.647
MZ868638	169.226
MZ833439	38.824
MZ832314	42.462
MZ447858	73.099
MZ803112	45.749
MZ272341	40.956
MZ826354	40.818
MZ826353	98.432
MZ826352	40.336
MZ826351	40.496
MZ826350	98.536
MZ826349	40.502
MZ826348	40.502
MZ826347	40.502
MZ826346	40.531
MZ826345	40.215
MZ826344	40.502
MZ753803	166.986
MZ779062	109.952
MZ955870	43.694
MZ955869	21.499
MZ826699	50.751
OK040171	94.844
MZ751040	147.298
MZ368140	32.271
MZ773648	75.871
MZ851152	40.855
MZ520833	29.512
MZ520832	141.095
MT577844	109.938
MZ488273	42.271
MN432485	51.296
MZ779063	263.185
MZ681517	47.336
MZ681515	53.182
MZ681514	49.417
MZ681512	54.396
MZ681507	43.098
MW929183	18.619
MW929182	58.79
MN384979	159.043
MN384978	43.865
MW960038	76.185
MW960037	68.522
MW960036	76.359
MW960035	6.054
MW960034	44.896
MW960033	55.597
MW960032	68.757
MW960031	55.689
MW960030	120.445
MW960029	6.034
MW057918	45.053
MZ573923	140.342
MW749010	86.185
MW749008	48.503
MW749004	85.869
MW633168	140.226
MW623430	18.058
MW354678	55.418
MW354677	55.45
MW354676	55.448
KX961385	59.831
KY000221	59.779
KY000220	60.332
KY000219	62.03
KY000218	60.16
MZ577098	141.372
MZ577097	141.548
MZ577096	141.548
MZ577095	141.552
MZ553931	42.546
MZ553930	66.288
MW824434	62.006
MW824431	84.62
MW824429	47.279
MW824428	47.214
MW824427	47.278
MW824421	83.109
MW824420	47.278
MW824418	60.078
MW824417	82.45
MW824414	47.257
MW824413	44.322
MW824412	46.023
MW824409	48.144
MW824408	48.14
MW824407	48.078
MW824406	44.45
MW824405	36.824
MW824404	40.715
MW824403	37.073
MW824402	37.073
MW824401	37.984
MW824400	83.109
MW824399	36.824
MW824398	36.824
MW824397	49.909
MW824396	49.909
MW824395	49.909
MW824393	36.824
MW824392	36.824
MW824391	37.921
MW824390	58.955
MW824389	37.073
MW824388	37.073
MW824387	40.729
MW824386	52.297
MW824384	52.283
MW824383	48.1
MW824382	49.407
MW824381	48.48
MW824380	49.478
MW824379	48.607
MW824378	48.607
MW824375	162.787
MW824374	48.367
MW824373	48.552
MW824371	136.415
MW824370	157.512
MW824369	48.552
MW824433	59.928
MW824432	61.131
MW824430	60.587
MW824426	113.569
MW824425	113.189
MW824424	113.569
MW824423	114.081
MW824422	114.053
MW824419	97.58
MW824416	114.079
MW824415	113.569
MW824411	44.308
MW824410	44.461
MW824394	36.824
MW824385	52.283
MW824377	253.432
MW824376	133.102
MW824372	136.362
MW865341	17.772
MW865327	22.047
MW865319	26.48
MW865307	37.694
MW865302	30.28
MW865299	37.715
MW865297	37.147
MW865293	15.416
MW865292	46.895
MW865291	45.211
MZ701794	44.6
MZ712044	46.325
MZ576217	45.288
MZ443789	261.689
MZ443788	261.719
MZ443787	265.365
MZ443786	265.442
MZ443784	265.97
MZ443783	267.143
MZ443780	267.121
MZ443779	263.237
MZ443777	263.916
MZ443776	266.939
MZ443774	265.891
MZ443771	265.871
MZ443770	266.175
MZ443769	261.095
MZ428229	39.371
MZ428228	48.826
MZ428226	48.933
MZ428225	49.684
MZ428224	51.554
MZ428223	49.636
MZ428222	45.558
MZ428230	11.444
MZ820092	51.567
MZ820091	51.271
MZ820089	88.657
MZ820088	51.271
MZ820084	40.349
MZ820083	41.195
LC648443	44.534
MZ622178	66.607
MZ622175	41.099
MZ622174	54.312
MZ622170	38.63
MZ622169	113.128
MZ622167	48.092
MZ622166	62.728
MZ622165	53.604
MZ622164	53.623
MZ622161	52.488
MZ622160	46.175
MZ622157	74.903
MZ424865	39.398
MW119258	46.218
MT839621	10.524
MT838276	12.846
MT838268	10.553
MT838176	10.306
MT838166	11.813
MT838154	12.123
MT838134	10.634
MT838110	14.036
MT838090	10.601
MT838070	10.11
MT837929	11.01
MT837885	10.847
MT837870	10.543
MT837866	13.401
MT837855	10.192
MT837839	20.06
MT837828	10.049
MT837809	12.107
MT837767	10.291
MT837764	11.113
MT837751	13.1
MT837734	11.837
MT837732	12.173
MT837703	12.743
MT837674	11.386
MT837644	11.686
MT837568	10.096
MT837446	11.376
MT837442	10.938
MT837427	11.067
MT837411	10.361
MT837406	11.38
MT837385	11.303
MT837373	12.409
MT837355	12.385
MT837307	14.373
MT837305	10.673
MT837259	12.275
MT837226	12.205
MT837225	14.186
MT837161	13.026
MT837128	14.203
MT837126	12.111
MT837095	13.251
MT837090	11.595
MT837089	12.902
MT837080	10.03
MT837076	11.553
MT837066	12.351
MT837048	16.851
MT837042	10.335
MT837039	14.872
MT837030	11.855
MT837029	10.504
MT837022	10.695
MT837014	10.015
MT837010	20.244
MT837009	13.212
MT836966	12.02
MT836965	19.316
MT836950	12.194
MT836933	10.53
MT836879	10.067
MT836874	10.474
MT836873	11.493
MT836866	11.181
MT836862	14.305
MT836845	10.602
MT836842	12.428
MT836838	11.433
MT836833	10.829
MT836829	11.229
MT836828	13.278
MT836827	10.411
MT836822	13.927
MT836819	16.284
MT836817	10.622
MT836793	10.209
MT836752	16.681
MT836749	12.246
MT836746	13.633
MT836742	10.712
MT836741	11.482
MT836733	16.393
MT836731	16.84
MT836730	16.356
MT836721	16.4
MT836719	13.991
MT836709	12.256
MT836708	11.753
MT836707	11.927
MT836705	13.183
MT836697	13.706
MT836696	10.326
MT836692	11.176
MT836687	11.801
MT836679	18.063
MT836666	25.572
MT836661	11.644
MT836657	11.789
MT836654	11.657
MT836648	15.378
MT836647	14.04
MT836639	16.326
MT836627	11.653
MT836618	18.369
MT836613	10.293
MT836602	16.695
MT836587	13.694
MT836585	14.653
MT836584	12.956
MT836582	21.803
MT836556	10.677
MT836551	21.504
MT836541	12.26
MT836540	15.455
MT836538	13.687
MT836534	10.689
MT836522	15.249
MT836519	18.072
MT836516	10.455
MT836509	10.585
MT836507	12.58
MT836505	11.419
MT836502	10.012
MT836501	10.015
MT836500	10.017
MT836499	11.213
MT836498	10.047
MT836497	10.053
MT836496	12.88
MT836495	10.056
MT836494	10.059
MT836493	10.06
MT836492	10.069
MT836491	10.078
MT836490	10.078
MT836489	10.08
MT836488	10.087
MT836487	10.099
MT836486	10.102
MT836485	10.11
MT836484	13.522
MT836483	10.138
MT836482	10.14
MT836481	10.14
MT836480	10.141
MT836479	10.16
MT836478	14.99
MT836477	10.162
MT836476	10.165
MT836475	10.168
MT836474	10.178
MT836473	15.111
MT836472	10.186
MT836471	10.189
MT836470	10.192
MT836469	10.194
MT836468	10.202
MT836467	10.206
MT836466	10.212
MT836465	10.586
MT836464	10.22
MT836463	10.221
MT836462	10.224
MT836461	10.231
MT836460	10.237
MT836459	12.096
MT836458	13.497
MT836457	11.044
MT836456	10.261
MT836455	10.267
MT836454	10.288
MT836453	13.215
MT836452	18.44
MT836451	10.336
MT836450	10.337
MT836449	10.339
MT836448	10.344
MT836447	10.348
MT836446	10.353
MT836445	10.356
MT836444	10.356
MT836443	10.357
MT836442	11.809
MT836441	10.364
MT836440	10.37
MT836439	10.37
MT836438	10.37
MT836437	11.253
MT836436	10.372
MT836435	19.586
MT836434	10.383
MT836433	18.471
MT836432	10.399
MT836431	10.406
MT836430	10.416
MT836429	10.416
MT836428	11.975
MT836427	10.428
MT836426	15.353
MT836425	10.439
MT836424	10.465
MT836423	10.472
MT836422	10.497
MT836421	11.111
MT836420	10.514
MT836419	10.517
MT836418	10.517
MT836417	10.525
MT836416	10.538
MT836415	10.913
MT836414	10.561
MT836413	10.568
MT836412	10.577
MT836411	10.588
MT836410	10.942
MT836409	10.591
MT836408	10.596
MT836407	10.596
MT836406	10.597
MT836405	10.599
MT836404	10.612
MT836403	10.614
MT836402	10.623
MT836401	10.63
MT836400	10.632
MT836399	10.634
MT836398	10.636
MT836397	10.643
MT836396	13.218
MT836395	10.653
MT836394	10.654
MT836393	10.655
MT836392	10.663
MT836391	10.666
MT836390	11.816
MT836389	10.67
MT836388	11.014
MT836387	10.694
MT836386	10.696
MT836385	10.705
MT836384	12.543
MT836383	10.71
MT836382	10.711
MT836381	11.978
MT836380	10.714
MT836379	10.722
MT836378	17.908
MT836377	10.739
MT836376	10.744
MT836375	10.745
MT836374	10.75
MT836373	10.752
MT836372	10.756
MT836371	10.757
MT836370	15.756
MT836369	10.766
MT836368	10.799
MT836367	10.8
MT836366	10.818
MT836365	10.823
MT836364	10.827
MT836363	10.834
MT836362	10.837
MT836361	10.848
MT836360	10.854
MT836359	10.855
MT836358	13.552
MT836357	10.865
MT836356	10.867
MT836355	10.873
MT836354	10.878
MT836353	10.88
MT836352	10.888
MT836351	10.9
MT836350	10.91
MT836349	10.923
MT836348	21.727
MT836347	10.927
MT836346	10.937
MT836345	10.946
MT836344	10.952
MT836343	10.953
MT836342	10.973
MT836341	10.976
MT836340	10.977
MT836339	10.986
MT836338	10.991
MT836337	10.996
MT836336	10.996
MT836335	11.011
MT836334	11.017
MT836333	11.038
MT836332	11.042
MT836331	11.044
MT836330	11.051
MT836329	11.052
MT836328	12.738
MT836327	11.066
MT836326	11.067
MT836325	11.083
MT836324	11.086
MT836323	11.094
MT836322	11.102
MT836321	11.104
MT836320	11.107
MT836319	11.117
MT836318	11.136
MT836317	15.122
MT836316	11.143
MT836315	11.15
MT836314	12.319
MT836313	14.236
MT836312	11.207
MT836311	11.211
MT836310	11.214
MT836309	11.216
MT836308	21.247
MT836307	11.959
MT836306	11.236
MT836305	11.24
MT836304	11.245
MT836303	18.102
MT836302	11.256
MT836301	11.271
MT836300	14.51
MT836299	11.288
MT836298	11.3
MT836297	11.314
MT836296	11.316
MT836295	11.316
MT836294	14.177
MT836293	11.978
MT836292	11.329
MT836291	11.332
MT836290	11.336
MT836289	11.342
MT836288	11.351
MT836287	11.351
MT836286	11.352
MT836285	11.352
MT836284	11.359
MT836283	11.362
MT836282	11.363
MT836281	11.366
MT836280	11.367
MT836279	11.368
MT836278	11.375
MT836277	11.378
MT836276	22.504
MT836275	11.382
MT836274	11.39
MT836273	11.392
MT836272	11.399
MT836271	11.401
MT836270	11.401
MT836269	11.434
MT836268	11.445
MT836267	11.458
MT836266	11.469
MT836265	11.474
MT836264	11.488
MT836263	13.058
MT836262	11.504
MT836261	11.505
MT836260	12.173
MT836259	13.315
MT836258	11.544
MT836257	13.438
MT836256	11.563
MT836255	11.563
MT836254	11.573
MT836253	11.577
MT836252	11.578
MT836251	19.349
MT836250	11.597
MT836249	11.604
MT836248	11.61
MT836247	11.611
MT836246	11.617
MT836245	11.626
MT836244	11.643
MT836243	11.649
MT836242	11.656
MT836241	11.66
MT836240	11.661
MT836239	11.668
MT836238	11.67
MT836237	11.676
MT836236	17.375
MT836235	13.774
MT836234	11.693
MT836233	11.706
MT836232	11.713
MT836231	11.714
MT836230	14.308
MT836229	11.724
MT836228	11.733
MT836227	14.848
MT836226	11.748
MT836225	11.762
MT836224	15.537
MT836223	11.793
MT836222	11.802
MT836221	11.81
MT836220	11.814
MT836219	11.818
MT836218	11.823
MT836217	11.827
MT836216	11.833
MT836215	11.844
MT836214	11.856
MT836213	14.083
MT836212	11.872
MT836211	11.873
MT836210	13.082
MT836209	11.895
MT836208	11.91
MT836207	11.915
MT836206	11.915
MT836205	11.919
MT836204	11.943
MT836203	11.944
MT836202	11.947
MT836201	11.952
MT836200	11.961
MT836199	11.97
MT836198	11.977
MT836197	11.982
MT836196	11.983
MT836195	11.983
MT836194	11.984
MT836193	11.989
MT836192	12.006
MT836191	12.007
MT836190	13.997
MT836189	12.049
MT836188	12.056
MT836187	12.056
MT836186	12.064
MT836185	12.076
MT836184	12.088
MT836183	12.111
MT836182	12.117
MT836181	16.395
MT836180	15.601
MT836179	12.155
MT836178	12.164
MT836177	12.172
MT836176	12.172
MT836175	12.177
MT836174	12.179
MT836173	12.185
MT836172	12.212
MT836171	13.142
MT836170	12.226
MT836169	12.237
MT836168	12.72
MT836167	12.254
MT836166	12.262
MT836165	12.27
MT836164	25.167
MT836163	12.277
MT836162	12.309
MT836161	12.321
MT836160	12.326
MT836159	12.331
MT836158	12.344
MT836157	12.768
MT836156	12.359
MT836155	12.37
MT836154	30.957
MT836153	12.392
MT836152	12.401
MT836151	12.411
MT836150	12.422
MT836149	12.426
MT836148	12.426
MT836147	12.432
MT836146	18.88
MT836145	13.11
MT836144	19.405
MT836143	15.972
MT836142	12.516
MT836141	13.165
MT836140	12.555
MT836139	19.561
MT836138	12.573
MT836137	12.593
MT836136	12.614
MT836135	12.614
MT836134	12.627
MT836133	12.635
MT836132	12.635
MT836131	13.298
MT836130	12.681
MT836129	13.074
MT836128	14.92
MT836127	12.703
MT836126	14.667
MT836125	12.714
MT836124	12.732
MT836123	12.739
MT836122	13.151
MT836121	13.697
MT836120	13.113
MT836119	14.196
MT836118	12.811
MT836117	12.812
MT836116	18.547
MT836115	12.876
MT836114	12.877
MT836113	12.88
MT836112	12.896
MT836111	12.897
MT836110	18.969
MT836109	12.924
MT836108	12.926
MT836107	12.94
MT836106	12.963
MT836105	12.968
MT836104	12.971
MT836103	12.979
MT836102	12.983
MT836101	13.017
MT836100	18.894
MT836099	13.024
MT836098	13.025
MT836097	13.026
MT836096	13.039
MT836095	13.046
MT836094	18.988
MT836093	13.059
MT836092	13.069
MT836091	15.767
MT836090	13.081
MT836089	13.095
MT836088	13.095
MT836087	13.099
MT836086	13.11
MT836085	14.41
MT836084	13.135
MT836083	27.233
MT836082	13.142
MT836081	13.142
MT836080	13.143
MT836079	13.156
MT836078	13.157
MT836077	13.157
MT836076	13.159
MT836075	13.159
MT836074	13.18
MT836073	13.185
MT836072	13.196
MT836071	25.949
MT836070	13.224
MT836069	14.2
MT836068	13.25
MT836067	20.909
MT836066	13.259
MT836065	13.291
MT836064	13.292
MT836063	13.295
MT836062	13.317
MT836061	13.32
MT836060	19.815
MT836059	13.342
MT836058	13.362
MT836057	13.38
MT836056	13.391
MT836055	13.424
MT836054	13.426
MT836053	13.441
MT836052	13.451
MT836051	13.846
MT836050	13.488
MT836049	13.488
MT836048	13.499
MT836047	13.501
MT836046	13.504
MT836045	13.528
MT836044	13.546
MT836043	25.312
MT836042	14.444
MT836041	13.593
MT836040	13.907
MT836039	13.606
MT836038	14.834
MT836037	13.634
MT836036	17.965
MT836035	13.644
MT836034	15.003
MT836033	13.67
MT836032	13.674
MT836031	13.675
MT836030	13.679
MT836029	13.743
MT836028	13.749
MT836027	13.768
MT836026	13.772
MT836025	13.786
MT836024	13.794
MT836023	15.344
MT836022	13.81
MT836021	13.822
MT836020	13.83
MT836019	14.733
MT836018	13.83
MT836017	13.845
MT836016	13.876
MT836015	13.888
MT836014	13.89
MT836013	17.953
MT836012	13.907
MT836011	13.912
MT836010	13.92
MT836009	13.921
MT836008	13.93
MT836007	13.938
MT836006	13.949
MT836005	13.956
MT836004	13.961
MT836003	13.971
MT836002	13.973
MT836001	13.977
MT836000	13.999
MT835999	14.008
MT835998	14.017
MT835997	14.028
MT835996	20.106
MT835995	23.257
MT835994	14.112
MT835993	14.118
MT835992	24.384
MT835991	14.161
MT835990	14.185
MT835989	14.492
MT835988	14.207
MT835987	14.212
MT835986	14.235
MT835985	14.243
MT835984	14.249
MT835983	14.26
MT835982	14.287
MT835981	14.289
MT835980	14.305
MT835979	14.323
MT835978	14.331
MT835977	14.345
MT835976	15.629
MT835975	14.371
MT835974	14.383
MT835973	33.825
MT835972	14.441
MT835971	14.458
MT835970	14.466
MT835969	14.908
MT835968	15.153
MT835967	16.629
MT835966	15.487
MT835965	25.154
MT835964	14.678
MT835963	14.682
MT835962	14.688
MT835961	31.546
MT835960	14.698
MT835959	14.712
MT835958	14.753
MT835957	14.757
MT835956	15.63
MT835955	14.782
MT835954	14.801
MT835953	18.731
MT835952	14.873
MT835951	14.896
MT835950	14.909
MT835949	14.92
MT835948	14.947
MT835947	14.962
MT835946	14.969
MT835945	14.981
MT835944	15.003
MT835943	15.01
MT835942	15.019
MT835941	15.027
MT835940	15.055
MT835939	15.08
MT835938	15.086
MT835937	15.088
MT835936	15.103
MT835935	15.126
MT835934	15.16
MT835933	18.14
MT835932	15.17
MT835931	15.194
MT835930	15.856
MT835929	15.211
MT835928	15.223
MT835927	15.265
MT835926	15.278
MT835925	15.279
MT835924	15.282
MT835923	15.31
MT835922	15.321
MT835921	15.323
MT835920	15.33
MT835919	15.781
MT835918	16.528
MT835917	15.47
MT835916	15.767
MT835915	15.503
MT835914	15.507
MT835913	16.076
MT835912	15.522
MT835911	18.569
MT835910	15.574
MT835909	16.112
MT835908	15.591
MT835907	15.598
MT835906	15.604
MT835905	17.041
MT835904	15.64
MT835903	15.649
MT835902	15.679
MT835901	15.683
MT835900	17.468
MT835899	15.741
MT835898	23.304
MT835897	15.774
MT835896	15.776
MT835895	15.79
MT835894	15.801
MT835893	18.112
MT835892	15.821
MT835891	15.829
MT835890	15.833
MT835889	15.84
MT835888	15.853
MT835887	15.882
MT835886	20.176
MT835885	15.914
MT835884	15.932
MT835883	15.934
MT835882	15.948
MT835881	22.433
MT835880	15.999
MT835879	16.033
MT835878	19.562
MT835877	16.047
MT835876	16.055
MT835875	16.059
MT835874	16.061
MT835873	16.066
MT835872	16.067
MT835871	16.072
MT835870	16.088
MT835869	16.116
MT835868	16.135
MT835867	16.137
MT835866	16.15
MT835865	18.568
MT835864	18.622
MT835863	16.212
MT835862	16.23
MT835861	16.253
MT835860	16.256
MT835859	24.775
MT835858	16.276
MT835857	16.305
MT835856	16.364
MT835855	16.382
MT835854	16.397
MT835853	16.402
MT835852	23.115
MT835851	16.46
MT835850	16.461
MT835849	18.284
MT835848	16.539
MT835847	16.54
MT835846	16.584
MT835845	16.597
MT835844	16.668
MT835843	16.671
MT835842	32.568
MT835841	16.688
MT835840	16.723
MT835839	26.088
MT835838	16.805
MT835837	16.809
MT835836	16.816
MT835835	16.841
MT835834	16.905
MT835833	30.774
MT835832	16.953
MT835831	20.721
MT835830	16.998
MT835829	17.048
MT835828	17.076
MT835827	17.076
MT835826	17.149
MT835825	17.177
MT835824	17.189
MT835823	17.195
MT835822	17.22
MT835821	17.223
MT835820	17.248
MT835819	17.283
MT835818	17.306
MT835817	17.31
MT835816	17.319
MT835815	17.323
MT835814	17.329
MT835813	17.36
MT835812	17.363
MT835811	17.4
MT835810	17.453
MT835809	18.799
MT835808	42.615
MT835807	17.514
MT835806	25.948
MT835805	17.547
MT835804	18.805
MT835803	17.619
MT835802	17.67
MT835801	17.767
MT835800	17.781
MT835799	27.887
MT835798	17.792
MT835797	26.133
MT835796	23.042
MT835795	18.002
MT835794	18.019
MT835793	18.025
MT835792	27.92
MT835791	20.577
MT835790	18.06
MT835789	18.075
MT835788	18.091
MT835787	18.133
MT835786	21.86
MT835785	18.138
MT835784	23.487
MT835783	18.165
MT835782	18.177
MT835781	19.163
MT835780	20.553
MT835779	23.804
MT835778	18.321
MT835777	18.358
MT835776	24.671
MT835775	18.41
MT835774	18.43
MT835773	18.475
MT835772	18.491
MT835771	18.568
MT835770	18.576
MT835769	18.586
MT835768	18.647
MT835767	20.423
MT835766	18.655
MT835765	19.445
MT835764	18.777
MT835763	18.778
MT835762	18.904
MT835761	18.907
MT835760	18.929
MT835759	18.951
MT835758	18.987
MT835757	19.012
MT835756	19.03
MT835755	19.396
MT835754	29.738
MT835753	19.178
MT835752	19.253
MT835751	19.274
MT835750	19.297
MT835749	20.737
MT835748	19.312
MT835747	19.333
MT835746	19.397
MT835745	22.794
MT835744	19.483
MT835743	19.547
MT835742	19.556
